Age_final,Body_found,Deck Name,Destination,Gender,Lifeboat,Number of parents/children aboard,Number of siblings/spouses aboard,Passenger class,Point of embarkation,Survived
29.87093690248566,Not found,Unknown,Unknown,Male,14,0,0,3,Queenstown,1
26,Not found,Unknown,Unknown,Male,14,0,0,3,Southampton,1
117.87093690248565,Not found,Unknown,Unknown,Male,15,1,0,12,Cherbourg,4
315,Not found,Unknown,Unknown,Male,15,1,3,36,Southampton,12
0,Not found,Unknown,Unknown,Male,16,1,0,3,Cherbourg,1
29.87093690248566,Not found,Unknown,Unknown,Male,16,0,2,3,Queenstown,1
29,Not found,Unknown,Unknown,Male,2,1,3,3,Southampton,1
22,Not found,Unknown,Unknown,Male,6,0,0,3,Cherbourg,1
70,Not found,Unknown,Unknown,Male,9,0,0,6,Southampton,2
145.87093690248565,Not found,Unknown,Unknown,Male,A,0,1,15,Southampton,3
29.87093690248566,Not found,Unknown,Unknown,Male,B,0,0,3,Queenstown,1
70.87093690248565,Not found,Unknown,Unknown,Male,B,0,0,9,Southampton,2
155.61281070745696,Not found,Unknown,Unknown,Male,C,5,7,21,Cherbourg,6
89.61281070745699,Not found,Unknown,Unknown,Male,C,0,0,9,Southampton,3
1066.5152963671133,Not found,Unknown,Unknown,Male,Not boarded,1,9,108,Cherbourg,0
1117.999043977056,Not found,Unknown,Unknown,Male,Not boarded,5,25,114,Queenstown,2
5726.352772466542,Not found,Unknown,Unknown,Male,Not boarded,42,93,604,Southampton,0
29.87093690248566,Not found,Unknown,"Upper Burma, India Pittsburgh, PA",Female,Not boarded,0,0,2,Southampton,0
38,Not found,Unknown,"Vadsbro, Sweden Ministee, MI",Female,Not boarded,2,4,3,Southampton,0
34,Not found,Unknown,"Vancouver, BC",Male,Not boarded,0,0,2,Southampton,0
30,Not found,Unknown,"Walthamstow, England",Male,Not boarded,0,0,2,Southampton,0
36,Not found,Unknown,"Warwick, England",Female,11,0,1,2,Southampton,1
34,Not found,Unknown,"Warwick, England",Male,Not boarded,0,1,2,Southampton,0
53,Not found,Unknown,"Washington, DC",Female,6,0,0,1,Cherbourg,1
47,Not found,Unknown,"Washington, DC",Male,Not boarded,0,0,1,Southampton,0
20,Not found,Unknown,"Waukegan, Chicago, IL",Male,Not boarded,0,0,3,Southampton,0
62,Not found,Unknown,"West Bromwich, England Pontiac, MI",Male,Not boarded,0,6,9,Southampton,0
45,Not found,Unknown,"West Hampstead, London / Neepawa, MB",Male,Not boarded,0,4,4,Southampton,0
22,Not found,Unknown,"West Haven, CT",Female,16,0,1,3,Southampton,1
23,Not found,Unknown,"West Haven, CT",Male,Not boarded,0,1,3,Southampton,0
57,Not found,Unknown,"West Hoboken, NJ",Male,Not boarded,0,0,2,Southampton,0
40,Not found,Unknown,"Weston-Super-Mare / Moose Jaw, SK",Male,Not boarded,0,0,2,Southampton,0
42,Not found,Unknown,"Weston-Super-Mare, Somerset",Female,Not boarded,0,1,2,Southampton,1
69,Not found,Unknown,"Wiltshire, England Niagara Falls, NY",Female,Not boarded,10,11,9,Southampton,0
75,Not found,Unknown,"Wiltshire, England Niagara Falls, NY",Male,Not boarded,14,21,15,Southampton,0
50,Not found,Unknown,"Woodford County, KY",Female,12,1,0,2,Southampton,1
19,Not found,Unknown,"Worcester, England",Female,11,0,0,2,Southampton,1
27,Not found,Unknown,"Worcester, MA",Male,Not boarded,0,0,2,Southampton,0
26,Not found,Unknown,"Yoevil, England / Cottage Grove, OR",Female,9,0,0,2,Southampton,1
45,Not found,Unknown,"Youngstown, OH",Female,8,1,1,1,Southampton,1
57,Not found,Unknown,"Youngstown, OH",Male,Not boarded,1,1,1,Southampton,0
47,Not found,Upper Deck,"Amenia, ND",Female,4,0,1,1,Southampton,1
46,Not found,Upper Deck,"Amenia, ND",Male,Not boarded,0,1,1,Southampton,0
27,Not found,Upper Deck,"Bath, England / Massachusetts",Female,16,0,0,2,Southampton,1
29.87093690248566,Not found,Upper Deck,"Brighton, MA",Male,Not boarded,0,0,1,Southampton,0
25,Not found,Upper Deck,"Brooklyn, NY",Female,5,0,1,1,Cherbourg,1
25,Not found,Upper Deck,"Brooklyn, NY",Male,5,0,1,1,Cherbourg,1
36,Not found,Upper Deck,"Brooklyn, NY",Male,5,0,0,1,Southampton,1
39,Not found,Upper Deck,"Duluth, MN",Female,11,0,1,1,Southampton,1
50,Not found,Upper Deck,"Duluth, MN",Male,Not boarded,0,1,1,Southampton,0
32,Not found,Upper Deck,"England / Hartford, CT",Female,12,0,0,2,Southampton,1
29.87093690248566,Not found,Upper Deck,"Harrisburg, PA",Female,10,0,0,2,Queenstown,1
103,Not found,Upper Deck,"Lakewood, NJ",Female,14,3,1,2,Cherbourg,2
37,Not found,Upper Deck,"Lakewood, NJ",Male,Not boarded,1,1,1,Cherbourg,0
51,Not found,Upper Deck,"Lima, Peru",Male,5 9,0,0,1,Southampton,1
50,Not found,Upper Deck,London,Male,Not boarded,0,0,1,Southampton,0
57,Not found,Upper Deck,"New York, NY",Female,8,3,1,2,Southampton,2
48,Not found,Upper Deck,"New York, NY",Male,3,0,0,1,Southampton,1
42,Not found,Upper Deck,"New York, NY",Male,5,0,0,1,Southampton,1
52,Not found,Upper Deck,"New York, NY",Male,Not boarded,1,1,1,Southampton,0
33,Not found,Upper Deck,"New York, NY / Ithaca, NY",Female,5,0,1,1,Southampton,1
27,Not found,Upper Deck,"New York, NY / Ithaca, NY",Male,5,0,1,1,Southampton,1
36,Not found,Upper Deck,"Philadelphia, PA",Male,7,0,0,1,Southampton,1
51.87093690248566,Not found,Upper Deck,"St Leonards-on-Sea, England Ohio",Female,6,2,0,2,Southampton,2
35,Not found,Upper Deck,"St Louis, MO",Male,5,0,0,1,Southampton,1
40,Not found,Upper Deck,"Tuxedo Park, NY",Female,3,1,1,1,Cherbourg,1
51,Not found,Upper Deck,"Tuxedo Park, NY",Male,3,3,1,2,Cherbourg,2
30,Not found,Upper Deck,Unknown,Female,1,0,0,1,Cherbourg,1
27,Not found,Upper Deck,Unknown,Female,14,1,0,3,Southampton,1
72,Not found,Upper Deck,Unknown,Female,3,0,0,2,Cherbourg,2
6,Not found,Upper Deck,Unknown,Male,14,1,0,3,Southampton,1
32,Not found,Upper Deck,Unknown,Male,9,0,0,3,Southampton,1
47,Not found,Upper Deck,"Victoria, BC",Male,Not boarded,0,0,1,Southampton,0
